,사업장명,카페이름
1872,범어2동 오퍼커피,오퍼커피
1873,범어2동 핸썸커피 범어점,핸썸커피 범어점
1874,범어3동 매스커피 범어역점,매스커피 범어역점
1875,범어2동 하삼동커피 대구범어점,하삼동커피 대구범어점
1876,범어3동 카페봄봄 대구법원점,카페봄봄 법원점
1877,지산1동 투썸플레이스 대구TBC점,투썸플레이스 TBC점
1878,범어3동 파스쿠찌 대구법원점,파스쿠찌 대구법원점
1879,범어2동 스테노커피(STENO COFFEE),스테노커피
1880,범어3동 해머스미스커피 대구수성점,해머스미스커피 대구수성점
1881,두산동 청솔로9 두산점,청솔로9 두산점
1882,두산동 레프트뱅크 황금점,레프트뱅크 황금점
1883,지산1동 온기카페,온기카페
1884,지산1동 989라운지,989라운지
1885,지산1동 카페디디,카페디디
1886,지산1동 퀴르,퀴르
1887,황금1동 데우스커피,데우스커피
1888,황금1동 브마롱,브마롱
1889,황금1동 위드모데스티,위드모데스티
1890,황금1동 예담청,예담청
1891,지산1동 안전제일구역,안전제일구역 지산점
1892,황금1동 슈미제,슈미제
1893,지산1동 애드업(add up),애드업
1894,황금2동 행복한커피,행복한커피
1895,황금2동 마니,마니
1896,두산동 카페봄봄 두산점,카페봄봄 두산점
1897,두산동 커피왕 두산점,커피왕 두산점
1898,범어1동 아티자나,아티자나
1899,황금1동 카페다온,카페다온
1900,범어1동 이디야커피 대구수성범어천로점,이디야커피 대구수성범어천로점
1901,범어1동 김진수로스터리카페 범어점,김진수로스터리카페범어점
1902,지산1동 호작질 지산점,호작질 지산점
1903,지산1동 그로우커피,그로우커피
1904,범어3동 에쏘라인,에쏘라인 범어점
1905,범어3동 만랩커피 대구범어법원점,만랩커피 대구범어법원점
1906,범어3동 커피맘스,커피맘스
1907,범어3동 텐퍼센트커피 대구범어동천초점,텐퍼센트커피 대구범어동천초점
1908,범어3동 카페오아제,카페 오아제
1909,범어3동 플랜 범어점,플랜범어점
1910,수성4가동 슬로우라이프,슬로우라이프
1911,범어2동 카페홍시,까페홍시
1912,만촌1동 피키,피키
1913,만촌1동 마시그래이 만촌메트로점,마시그래이 만촌메트로점
1914,범어2동 가희,가희BEAN 대구범어점
1915,범어2동 소복담,소복담
1916,만촌1동 아웃스탠딩커피 상효점,아웃스탠딩커피 상효점
1917,효목2동 픽앤믹스,픽앤믹스
1918,만촌1동 비아토르,비아토르
1919,두산동 탐앤탐스 대구들안길점,탐앤탐스 대구들안길점
1920,상동 예가체프앤빙,예가체프앤빙
1921,수성3가동 매머드익스프레스 대구수성,매머드익스프레스 대구수성점
1922,수성4가동 할리스 수성네거리점,할리스 대구수성네거리점
1923,두산동 핸썸커피,핸썸커피 두산점
1924,상동 금산다방,금산다방
1925,중동 베오메오 황금점,베오메오커피 대구황금점
1926,중동 매스커피 황금점,매스커피 황금점
1927,황금2동 스탠바이미 황금점,스탠바이미 황금점
1928,중동 커피는책이랑,커피는 책이랑
1929,수성3가동 세이커피스탠드,세이커피스탠드
1930,범어1동 핸즈커피 수성3가점,핸즈커피 수성3가점
1931,신천2동 사운즈프리미어,사운즈프리미어
1932,수성4가동 더리터 수성4가점,더리터 대구수성4가점
1933,수성4가동 브라운103,브라운103
1934,신천2동 빵실과자점,빵실과자점
1935,상동 목련양과,목련양과
1936,상동 하즐커피,하즐커피
1937,만촌1동 라온카페,라온카페
1938,효목2동 윤영,윤영
1939,만촌1동 드림쿡,드림쿡
1940,만촌3동 나비다드481-1,나비다드481-1
1941,수성2가동 청솔로9 수성시장역점,청솔로9 수성시장역점
1942,수성1가동 베스트프레즐 대구수성점,베스트프레즐 대구수성직영점
1943,수성3가동 모리커피 수성시장역점,모리커피 수성시장역점
1944,수성3가동 투썸플레이스 대구범어점,투썸플레이스 대구범어점
1945,범어1동 무제커피,무제커피 범어라온제나점
1946,효목2동 폴바셋 대구만촌DT점,폴 바셋 대구 만촌 DT점
1947,만촌3동 더브릿지,더 브릿지
1948,두산동 핸즈커피 들안길점,핸즈커피 들안길점
1949,상동 투썸플레이스 대구두산동DT점,투썸플레이스 대구두산동DT점
1950,지산1동 그루잠,그루잠
1951,지산1동 에스테반,에스테반
1952,지산1동 이디야커피 대구지산녹원점,이디야커피 대구지산녹원점
1953,상동 단테카페,단테카페
1954,상동 데이투모로우,카페 데이투모로우
1955,상동 공주다육카페,공주다육카페
1956,두산동 카페보스 대구두산점,카페보스 대구두산점
1957,지산1동 바이썬 하이문,바이썬하이문
1958,지산1동 브라우네스트커피 로스터스,브라우네스트커피로스터스
1959,지산1동 위니드,위니드
1960,지산1동 코디깅베이크샵,코디깅베이크샵
1961,지산1동 미래견과,미래견과
1962,지산1동 봉자마켓,봉자마켓
1963,지산1동 스타지오네,스타지오네
1964,범물1동 피어오르,피어오르
1965,범물1동 블랙빈101,블랙빈101
1966,범물1동 디플랫,디플랫
1967,범물1동 내가디저트,내가디저트
1968,범어1동 반디의꿈,반디의꿈
1969,범어2동 오브느 범어점,오브느 범어점
1970,범어2동 정스콘,정스콘
1971,범어2동 아마노커피,아마노 커피
1972,범어2동 스피티코 대구,스피티코대구
1973,만촌1동 이명재커피,이명재커피
1974,황금1동 빽다방 대구범어KBS점,빽다방 대구범어KBS점
1975,범어4동 커피명가 선스포츠점,커피명가 선스포츠점
1976,범어4동 카페게이트 수성구청점,카페게이트 수성구청점
1977,황금1동 시공커피,시공커피
1978,만촌2동 아몬즈베이크,아몬즈베이크
1979,범어4동 커피유연제,커피유연제
1980,범어4동 아웃스탠딩커피 현수점,아웃스탠딩커피 현수점
1981,범어4동 명품호두cafe,명품호두
